text|date
Apparently one symptom of #covid19 is loss of cognative language ability and understanding what words like #isolate and #quarantine mean. https://t.co/eO3HOmYHjZ|2021-01-08 20:45:41
"WHY does all this matter?

These new changes ARE based on  science. So let’s make sure we’ve applied them across ALL high risk settings ESPECIALLY #quarantine 🏨

Are ALL 🏨#quarantine staff in #airborne #PPE to protect them ➕ALL of us in 🇦🇺 from further 🦠breaches? #COVID19Aus https://t.co/jCR6CZNn5Y"|2021-01-08 20:44:20
the only thing i've actually done today is take a shower and get dressed. the rest of the day I've laid in bed and started the office over again. #quarantine|2021-01-08 20:43:58
I took my first walk outside this year today. #Quarantine|2021-01-08 20:43:33
"Oh man I watch the clock like a hawk for my next Tussin dose

#tussin #Quarantine #sick https://t.co/aAegY1m6z4"|2021-01-08 20:43:22
"🌸✋🌼😷💮👐🌸😷🌼✋💮
#facemasks #facemasks4all
#gifts #shoppingonline #Quarantine #healthandsafety #onlineshopping #socialdistancing
CDC recommends the use of cloth face coverings to supplement social distancing in fight against spread of  #covid19
https://t.co/xgDXTq87iA https://t.co/9SDJGVtDd1"|2021-01-08 20:43:04
"#SeminoleCounty ....

#Covid19 Testing ....

Red Bug Lake Park ....

#WearAMask #Coronavirus #SocialDistanacing #DistanceLearning #Outbreak #Pandemic #Quarantine #Lockdown #RedBugLakePark #SeminoleCounty #Florida https://t.co/loWu4w4nkV"|2021-01-08 20:34:38
"Fun Personalized Video Gamer | Age | Birthday T-Shirt https://t.co/3bfZD9e99K via @zazzle #happybirthday #lockdown #quarantine #isolation #covid19 #coronavirus #pandemic #gamer #videogamer #birthday"|2021-01-08 20:30:54
Do you know the difference between #quarantine and #isolation? Stay informed and stay safe. #COVID19 https://t.co/5VU1H5jxTR https://t.co/aLZV9cuuRM|2021-01-08 20:30:00
Random photo dump of stuff I never got around to uploading in #2020 Mostly just pics of Zeus and sunsets. 🙃#dogsofinstagram #quarantine #randomselfie #onionsigrewbackinjune #miamisunsets #sunsets #instagood #instalike https://t.co/hG01BBeGaj|2021-01-08 20:28:08
"It sounds counter-intuitive but, according to a nuclear submarine officer who learned to live in tight quarters, you can get comfortable being uncomfortable. 
https://t.co/3NVsyhV2XV
#science #psychology #quarantine #pandemic @PsychToday  #anxiety #depression @TheLancetNeuro https://t.co/bn2DJsOPtT"|2021-01-08 20:23:00
I've gotten so used to being alone this quarantine it's scary #covid #Quarantine #lonelyquarantine #lonely|2021-01-08 20:22:59
"This was interesting and made me laugh ⁦@nytimes⁩ (thank you!) “Now quit doomscrolling, grab a quarantini and please keep social distancing.

Imagine explaining that sentence to yourself in December 2019” 😂 #HappyFriday #tgif #Quarantine #StayHome  https://t.co/dBaJ36W4Gw"|2021-01-08 20:19:51
"@CDCgov @CDCDirector @NIH @NIHDirector 

Health Crisis ?

Half Of The UK Strain Cases In The #UnitedStates Are In #Florida ....

#WearAMask #Coronavirus #SocialDistanacing #DistanceLearning #Outbreak #Pandemic #Quarantine #Lockdown #Florida"|2021-01-08 20:19:03
"Yup it’s called an n95 respirator or 😷 because it stops 95% of particles. Only 95%!

We want to be sure it at least stops the 95% to protect out #HCW #agedcare workers ➕#Quarantine 🏨 workers ➕✈️ crew to protect them. 

This protects them AND 🛑🦠getting back into community. https://t.co/ZYiP1UhijN"|2021-01-08 20:16:39
"@HealthyFla 

Health Crisis ?

Half Of The UK Strain Cases In The #UnitedStates Are In #Florida ....

#WearAMask #Coronavirus #SocialDistanacing #DistanceLearning #Outbreak #Pandemic #Quarantine #Lockdown #Florida"|2021-01-08 20:14:10
"This has included #airborne precautions or controls in #agedcare ➕#healthcare ➕#quarantine 🏨buildings.

#Ventilation checks by engineers to see if #air flow can be improved

Fit-testing of n95 😷or respirators to ensure they actually fit properly to provide the 95% protection. https://t.co/Hxrp4wF6c5"|2021-01-08 20:13:23
"Staying in #quarantine has given me plenty of time to develop a solid #skincareroutine . Getting back into it with my winter #skincare regime and detox
#esthetician #estheticianlife #blackownedbusiness #blackskincare #brownskingirls #fileandbuff #facemaskselfie #facemask https://t.co/grAldXWZ4e"|2021-01-08 20:13:17
"When we’re able to get back together what’s the first piece of music you wish you could play.

Beethoven’s 9th would probably break me if that was the first piece I played after quarantine. 

#orchestra #musician #cello #bass #quarantine"|2021-01-08 20:12:53
"@MichealMartinTD @LeoVaradkar @EamonRyan  this could be us if you had done  ANY of what they did.
#Quarantine 
#CloseTheBordersNow https://t.co/BDU7JqClBq"|2021-01-08 20:11:10
"Flying to #India from the #UAE? Here are all the #COVID19 related guidelines. This is the state-wise breakdown of #quarantine and #pcrtest  requirements in #India
 https://t.co/aiBeEfMFWq"|2021-01-08 20:11:00
The last thing you should do right now is *not* take a vacation. But with Covid, a staycation is safer. Here's how to make yours as relaxing as getting away: https://t.co/S1SBq4mLeo @MyOpenfit #staycation #quarantine #mentalhealth #stressrelief https://t.co/lndfPpPNSN|2021-01-08 20:10:54
1 Photo/ Day 163: Another one for the birds! #quarantine #ig_cork #daily_ireland #kinsale #loves_ireland @ Kinsale, Ireland https://t.co/jGQucgKcCV|2021-01-08 20:08:12
"@GovRonDeSantis 

Public Safety ?

Half Of The UK Strain Cases In The #UnitedStates Are In #Florida ....

Total Failure ....

#WearAMask #Coronavirus #SocialDistanacing #DistanceLearning #Outbreak #Pandemic #Quarantine #Lockdown #Florida https://t.co/rA3bOWEcrN"|2021-01-08 20:07:27
Home for the next 7 days in Doha, Qatar.🇶🇦 #Quarantine https://t.co/9NroHPS8lO|2021-01-08 20:06:12
"Just a little edit about me on the quarantine

#edit #selfportrait #quarantine #furry #wolf https://t.co/vOcsVlpXgV"|2021-01-08 19:57:29
"#quarantine #student #work #helpdad #collegefee
Brain ~
!Wtf* all my earnings for past 20 days goes meaning less paying for those useless classes.
Heart Compromising ~
There is a man whose hardwork for past 20yrs is sucked for paying from your primary classes till now.#Dad❤"|2021-01-08 19:54:09
Thank God that it is Friday.🎊🙆🏽‍♂️ I will remain with the Lord as I keep a life worth loving and living always. God keep my life of completing my work.🐲 #ffxiv #blm #prophecy @god #datascience #quote #cloud #power #quarantine #alternative #electronic #hiphop #jazz #music #producer|2021-01-08 19:53:20
How’s quarantine for everyone? #covid #quarantine #WYD #howsyourday https://t.co/n7vFEEslBk|2021-01-08 19:51:39
"🌸✋🌼😷💮👐🌸😷🌼✋💮
#facemasks #facemasks4all
#gifts #shoppingonline #healthandsafety#onlineshopping #socialdistancing #Quarantine
CDC recommends the use of cloth face coverings to supplement social distancing in fight against spread of  #covid19
https://t.co/U3PLC00eep https://t.co/o41DlICOLz"|2021-01-08 19:49:05
"We need you.
Tag your friends and share our posts with your friends.

#cannedfood #cannedfoods #foodwastewarriors #noplanetb #wasteless #nowasteliving #greenfuture #goingzerowaste #quarantine #composting #lowwasteliving #wasteles  #foodwaste #zerowastekitchen #stopfoodwaste https://t.co/DjYFBShV5F"|2021-01-08 19:48:58
#Quarantine logic https://t.co/CWBAMbYZy3|2021-01-08 19:47:46
"#COVID19IsAirborne a #MedEd &amp; community PSA #education 🧵

Let’s talk about #COVID19 🦠➕HOW it’s spread so we ALL know ➕understand WHY #WearAMask 

Let’s also ALL understand WHAT TYPE of 😷 or respirators are needed in 🏥➕🏨#Quarantine to protect workers ➕prevent 🦠breaches. https://t.co/nZ2XpsG4bI"|2021-01-08 19:45:21
God Bless My job opportunities and my ability to work. God Bless My Gifts and Talents. God Bless My Crown, Sword, Shield &amp; Wings. God Bless My Image.🐲 #ffxiv #blm #prophecy @god #datascience #quote #cloud #power #quarantine #alternative #electronic #hiphop #jazz #music #producer|2021-01-08 19:45:04
overcome your challenges - with belief and determination you can achieve whatever you set out to do - find Life Transformation info at https://t.co/bCbpRTb3Xs #Game #Quarantine https://t.co/2NACDMc2oI https://t.co/vjlPBU6pCH|2021-01-08 19:44:57
God Bless America, God Bless the World, God Bless my car, and my responsibilities.🇺🇸 God Bless my brothers and my neighbor. God Bless My Free Living.🐲 #ffxiv #blm #prophecy #God #datascience #quote #cloud #power #quarantine #alternative #electronic #hiphop #jazz #music #producer|2021-01-08 19:40:04
God Bless America, God Bless, the World, God Bless my car, and my responsibilities.🇺🇸 God Bless my brother and my neighbor. God Bless My Free Living.🐲 #ffxiv #blm #prophecy #God #datascience #quote #cloud #power #quarantine #alternative #electronic #hiphop #jazz #music #producer|2021-01-08 19:39:18
"Any one facing any issue regarding Abu Dhabi Quarantine wristband?? If yes!! Please share with me.

#traveler #AbuDhabi #abudhabiairport #quarantine #UAE"|2021-01-08 19:39:11
God Bless My Family, My Life, My Health, My Money, My Electronics and machines, devices. Keep My Soul in Heaven and growing, that I may have my soul.🐲 #ffxiv #blm #prophecy #God #datascience #quote #cloud #power #quarantine #alternative #electronic #hiphop #jazz #music #producer|2021-01-08 19:36:23
"We hope to see the streets of London lively again soon!
#stpaulscathedral #london #streets #lively #quarantine #lockdown #stayhome #staysafe #visitlondon #uk https://t.co/Yx6ntLQ6cn"|2021-01-08 19:35:45
"We show our love in countless ways. Are you showing your loved ones how much they mean to you by protecting them with life insurance? #InsureYourLove
Call for a consultation 305-809-8200 😊🤗
#insurance #life #health #benefits #covid19 #quarantine #accident #family #lifeinsurance https://t.co/TkZb6tEK9z"|2021-01-08 19:34:52
I have spent thirty hours in prayer, also in the Mighty Word of God.🎊🙆🏽‍♂️ Thank You Lord, for making me Holy and Spiritual and strong, faithfulness.🐲 #ffxiv #blm #prophecy #God #datascience #quote #cloud #power #quarantine #alternative #electronic #hiphop #jazz #music #producer|2021-01-08 19:33:16
Finally they are allowing the transit flights to go after this huge argument. #uktoind #COVID19 #CoronavirusStrain #uktravelnews #news #delhiairport #AirIndia #flights #Quarantine #flights #transitflight #ndtv #DelhiPolice #Unite2FightCorona #Travel @narendramodi @ArvindKejriwal https://t.co/0vCF5gGYoz|2021-01-08 19:32:55
I ask that I may live giving you glory and praise for my entire first week of two thousand and twenty one.🎊🙆🏽‍♂️ Power, knowledge understanding, money.🐲 #ffxiv #blm #prophecy @God #datascience #quote #cloud #power #quarantine #alternative #electronic #hiphop #jazz #music #producer|2021-01-08 19:29:00
"#Quarantine  After working few months in fathers workshop.
Me ~
Yes😌 I have made some money for our family.
Few moments later,
College ~ 
Please pay remaining 80% of your fee."|2021-01-08 19:28:44
I ask that I may live giving you glory and praise for my entire first week of two thousand and twenty one.🎊🙆🏽‍♂️ Power, knowledge understanding, money.🐲 #ffxiv #blm #prophecy #God #datascience #quote #cloud #power #quarantine #alternative #electronic #hiphop #jazz #music #producer|2021-01-08 19:28:17
"First-ish Friday of the year. Obviously gonna stream later to celebrate 

#twitchstreamer #Twitch #TwitchTV #livestream #smallstreamer  #Friday #quarantinewatchparty #Quarantine #hasthagsellout"|2021-01-08 19:28:11
"#Quarantine Day 661
My Toys: https://t.co/efy79Jocgj"|2021-01-08 19:27:59
👀Wow. Thank You, so much @god. That was a Wonderful Word today. Thank You, for a very powerful week as the Holy Spirit. I feel powerful and blessed.🐲 #ffxiv #blm #prophecy #God #datascience #quote #cloud #power #quarantine #alternative #electronic #hiphop #jazz #music #producer|2021-01-08 19:26:19
"I don’t know why I’m so bad at being alone. I have all this free time and I can do literally anything I want, but I mostly just want to talk to somebody. 

#Quarantine #newyear"|2021-01-08 19:22:59
