text|date
"@FaunwhaWho @6abc I am so sorry about your mom. 🙏🌹😢
#WeNeedtoDoBetter
#WearAMask every time you leave home
But #StayHome Except for ESSENTIAL errands like food and RX
#USAneedsNationalLockdown An American dies every 6 seconds of #COVID19"|2021-01-07 23:39:34
@TheSaltedQueen @p0usr @DrEricDing With the new contagious variant we will all be screwed by March. I’m going to buy body bag stock like Kelly Loeffler did and get rich quickly. #WearAMask #StayHome|2021-01-07 23:39:01
@HarrisCoJudge Great? Unavailable vaccines anyone? #COVID19 #WearADamnMask #StayHome|2021-01-07 23:38:48
Hope everyone is doing well and staying safe and healthy during this COVID-19 pandemic! 😷 #covid19 #coronavirus #pandemic #stayhome #staysafe #mickeymouse #disney #wearamask #mickeymousemask #disneymask #disneymagic https://t.co/YG0rjWtBHd|2021-01-07 23:38:27
@alexespind lets get this message out there! #StayHome|2021-01-07 23:37:34
@chaser Thanks. @chaser Needed a good laugh. It’s a shame that it’s correct. They need a #StayHome order so the nut jobs can wreck there own homes|2021-01-07 23:36:51
"#Houston  🚨 new covid strain is here... 😳😢

#WearAMask #WashYourHands #StayHome https://t.co/ELmClEjhKt"|2021-01-07 23:36:17
If you’re unsure about whether to join #clapforourcarers or not, here’s what NHS anaesthetist @thomasdolphin thinks. Views from the ones on the front line should be heard! #StayHome #StayAtHome https://t.co/vYgVVOihNa|2021-01-07 23:34:18
"1565 new cases of #COVID19Nigeria, this is frightening and disturbing. 

Please take all preventive and protective measures.

We must do all we can to stop the spread.

#StaySafeNigeria #StayHome"|2021-01-07 23:31:31
Stay home if you can. Wear a mask and social distance if you can’t. We cannot let this strain run as rampant as COVID 19 has. #COVID19 #StayHome #WearAMask https://t.co/hslG701UOs|2021-01-07 23:30:05
@alcatelmobileuk #StayHome #CovidKindess #Giveawaytime would be great to win but also a kind offer|2021-01-07 23:29:52
If you’re disabled in Nassau County - please #stayhome and #wearamask  EMS will leave you where they find you if you get COVID-19 to go through your own “Trial of Life” — instead of transporting you to the hospital because Laura Curran is a eugenics pushing, ableist, Nazi https://t.co/C1k3VxjwyX|2021-01-07 23:29:10
"@Spectrumbrushes Ahhhhhh this would be amazing!!! @larsen_krystal and I would LOVE all these goodies 😍❤ thank you so much for the amazing opportunity!!!

#athome #stayhome #giveaway #win"|2021-01-07 23:28:10
"Stay home.

Wear a mask if you have to leave your home. 

Stay away from people not in your household. 

STAY HOME

WEAR A MASK

STAY THE FUCK HOME!!

#WearAMask  #StayHome"|2021-01-07 23:27:38
'It can happen to anyone': Life in the ICU for an Ottawa COVID-19 patient https://t.co/iqx5Zz08te So grateful we have @QCHOttawa @QCHPresident here for us working so hard! Amazing story of recovery for this family! Please #StayHome|2021-01-07 23:26:09
There’s no reason to go out. Look - it’s manky weather, you’ve got all those box sets on TV and the films your recorded over Christmas you’ve not even started on. I think there’s still some cheese and twiglets left too. Go on, treat yourself - I won’t tell!#StayHome|2021-01-07 23:26:04
So he's extended the current measures by 1 weekish. With the number spikes, I'm sure it's going to take more then that. 🤷🏼‍♀️ (Original end date was Jan 12th) #COVID19AB #yeg #yyc #StayHome https://t.co/ue7OGV1jGP|2021-01-07 23:25:30
"Support out #FrontlineWorkers #EssentialWorkers with a green heart beside your name 💚 &amp; to support people living with place a blue heart also #Parkinsons 💙
Thank you @LeoForde 💙💚 #PleaseRT #StayHome #StaySafe #Hope🦋 https://t.co/NQTuKHpdNo"|2021-01-07 23:22:05
"OMG, if she says ""many layers of protection"" one.more.time, I might scream.  There are NO *layers* of protections in BC schools.  #CloseTheSchools #StayHome #WearAMask"|2021-01-07 23:21:33
"Relaxed again !!!

#YoElegíCorrer 
#SanaDistancia 
#CorroEnCasa 
#QuédateEnCasa 
#StayHome https://t.co/acvsrnSFMS"|2021-01-07 23:21:26
@rickastley I don’t #stayhome|2021-01-07 23:20:39
"#HARRYWEARAMASK we love you, but wear a mask love. Not a scarf.
Don't be like Harry, don't wear a scarf as a mask.
#StayHome"|2021-01-07 23:20:36
"You are the artist of your life. Do not give the paintbrush to anyone else.

#ThursdayThoughts #medium #InspirationalQuotes #MotivationalQuotes #successmindset #inspirationmindset #whatsyourmotivation #Staysafe #stayhome #encasa https://t.co/PdzminPm4C https://t.co/pvuEuTpueT"|2021-01-07 23:20:26
"A heartbreaking story, shared by @TheRealDoctorT with his colleague’s permission, &amp; playing on an endless loop all over the world. 

#MedTwitter #COVID19 #pandemic #StayHome #WearAMask https://t.co/0sbJqH3hgP"|2021-01-07 23:20:09
Looks like a 3 day couch marathon of cricket, the nags &amp; NBA 🥱#COVID19 #StayHome #nba #AUSvIND|2021-01-07 23:19:56
"As much as I hate it, I'll #stayhome and not go to the gym as usual. Have to improvise with calisthenics, kettlebells and elastic bands. 
No chance of vaccination until March due to ponderous Japanese bureaucracy. #Japan #Coronavirus"|2021-01-07 23:16:45
night guys see u tomorrow! i miss 1d bye and please stay safe &amp; #StayHome|2021-01-07 23:15:33
@alcatelmobileuk My 3 children are home schooling at the min, this would be a big help as my baby is due in a few weeks, would take some pressure off me to be teacher all day 🤣 #stayhome #covidkindness|2021-01-07 23:13:52
"@crystalsangria @binance @BoJackHorseman @nilaffle @BobsBurgersFOX @TheSimpsons @realDonaldTrump Nice to meet you, Lisa and welcome to #dogecoinarmy
I hope you will #stayhome during #DCProtests and Black Twitter rise"|2021-01-07 23:13:42
"#Malaysia #COVID19 #COVID #KualaLumpur #StayHome 
Covid-19: Highest-ever daily total recorded as new cases breach 3,000 https://t.co/gXKwbGYQDN"|2021-01-07 23:11:58
"Just a little #Reminder ..👏🏾💪🏿🌈🫂
@for___days @jwpei_official 

#StayHome #staystrong #love #BeKind21  #ThursdayMotivation #KindnessMatters #forbetterdays #sustainablefashion #PositiveVibes #makesomesmiletoday #StaySafe #mentalhealth #weareinthistogether https://t.co/NuCZDpWdia"|2021-01-07 23:11:12
"Throwback to the lightly powdered snow in Old Station Park❄🌳 Fallen with a perfect circle under the tire swing! 

#Glasgow #Hyndland #GlasgowWestEnd #WestEndGlasgow #VisitGlasgow #Winter #ThrowbackThursday #StaySafe #StayHome 

[📅: January 2017] https://t.co/aYZjxdFxsq"|2021-01-07 23:11:10
"The U.S. registered more COVID-19 deaths in a single day than ever before, nearly 3,900 on Wednesday. 

#MaskUp😷
#StayHome"|2021-01-07 23:10:52
"#StayHome &amp; #Safe

Night night ~ Love Kitts 💋

#NowPlaying #KittsMix

Culture Club - Do You Really Want To Hurt Me 

@BoyGeorge x

https://t.co/e5xvznIgKk via @YouTube https://t.co/dWgU76dUY1"|2021-01-07 23:10:46
@CMOH_Alberta You can't keep Covid-19 out of the hospitals or anywhere else so no place is safe especially not a waiting room full of sick people. #StayHome #KenneyResign #RecallTheUCP #RecallKenney #UCPcutsKill #FireTheUCP #ShandroResign #HinshawResign #KenneyKills #abpoli #ableg|2021-01-07 23:10:10
Captain Quilliam following good advice on face coverings while he’s out in Castletown. Yes we know he’s out more than he should be but he’s got a good reason! #StayHomeIOM #StayHome pic courtesy of Richard G https://t.co/cs8gG0hqwN|2021-01-07 23:10:09
Oh lort.. Looks like I’ll be committing even more to #StayHome Stay safe all🙏🏼 #HarrisCounty #COVID19 #covidvariant #texas #COVID19 My bestie has covid, my niece has had it, my nephew, &amp; now my bro-in-law. All with various/different symptoms/different degrees of illness😒 https://t.co/uHMflNx1tV|2021-01-07 23:08:53
"""Black Phillip, Black Phillip eats the lions, From the lions' den."" Sketch of Black Phillip from The VVitch, done in ink coloured pencils. #art #film #horror #StayHome #illustration #drawing #ArtistOnTwitter https://t.co/uhvpV3c8HW"|2021-01-07 23:08:52
"If you choose to go to the coast, please #BeCoastSafe:
🌊Stay well back from stormy, wintery seas and cliff edges
📱Take a fully-charged phone
⏰Check the tide times
🚨Dial 999 in an emergency and ask for the Coastguard
#StayHome #RespectTheWater https://t.co/zSISAAu4I9"|2021-01-07 23:07:52
#StayHome #StaySafe for everyone we get state emergency again for one month since the corona’s case getting higher everyday 😔😔|2021-01-07 23:07:39
"#Live 4 [4] hours! Come Dream wit me!
https://t.co/xHum3I7TdO

#EliteDangerous #twitchstream #pc #steam #StayAtHome #twitchtv #GameStop
#livestream #twitch #gaming #gamer #StayHome #streamer #StayConnected #streaming #GamerLife #twitchstreamer #twitchaffiliate #youtuber #DLive"|2021-01-07 23:07:01
We cannot be willing to accept this. These aren't just numbers, they are our grandparents, parents, siblings, colleagues and friends. #StayHome and #SaveLives. https://t.co/Led0cKsKJT|2021-01-07 23:05:12
@DavidScottEvan1 The most terrifying face to WAKE UP TOO!!! 🤣🤣🤣 #MeetTheFocker #RobertDeNiro #BenStiller #StayHome #BeSafeOutThere https://t.co/HCFBiO2wCd|2021-01-07 23:04:41
URGENT, DON'T take the vaccines, The New World Order Gov cleverly put an undetected microchip in them to CONTROL, ENSLAVE, OWN, DEPOPULATE you for their evil purposes. It is all a TRAP. Jesus Christ through Catholicism is Salvation, Mercy, Love, Truth, our Help. #StayHome|2021-01-07 23:02:57
"Need a pick me up with tons of health benefits?

 https://t.co/ez4NGC7ydN 

#StonemillMatcha #TheMarketbyCutAndDry #EatTheMarket #BayArea #GourmetOnlineStore #SupportSmallBusinesses #BuyLocal #StayHome https://t.co/5oWxkuANLw"|2021-01-07 23:01:50
How Hite Digital Joined The #StayHome Initiative   https://t.co/U5jM4v7YLw|2021-01-07 23:01:16
"Stay home 🏡 
Protect the NHS 🏥 
Save lives 🦸🏽‍♀️🦸🏼‍♂️🦸🏻‍♀️🦸🏿‍♂️

#edutwitter #Covid19UK #lockdownuk #StayHome #protecttheNHS #SaveLives #StrongerTogether2021"|2021-01-07 23:01:06
"#stayhome
#wearamask
#socialdistancing
#washyourhands
#wfh if you can
#ridesolo
SAVE LIVES. https://t.co/OTAaF9FRYK"|2021-01-07 23:00:58
"Highway Star -Deep Purple Solo Coverㅣonly guitar https://t.co/7I0iTm9ZcD - @YouTube

#166bpm #deeppurple #highwaystar #guitarcover #guitardaddy #sensorygym #2dongtan #rock #stayhome"|2021-01-07 23:00:35
2021  the Frist month in fucking lock down 🙃 #StayHome|2021-01-07 23:00:18
@alcatelmobileuk #StayHome #CovidKindess #Giveawaytime This would be fantastic for home-schooling|2021-01-07 22:59:28
For the safety of our community @AnnastaciaMP I appreciate this swift and fair decision. Please #StayHome everyone! https://t.co/ZQuiV7ulBC|2021-01-07 22:58:41
"""UK Covid"" ""iMessage"" #COVID19 #StayHome #webcamfun #twitch https://t.co/2PNX7V7IJJ https://t.co/Pn3f49Z0Es"|2021-01-07 22:58:24
"#covid19qld ""iMessage"" #COVID19 #StayHome #webcamfun #twitch https://t.co/2PNX7V7IJJ https://t.co/8Oikl9iolK"|2021-01-07 22:56:53
#StayHome - You Tell the Story, We Set the Tone|2021-01-07 22:55:45
"Day 7/100 #100daysofwalking #SnowDay 
Grateful for country roads #OldRailTrail #Greenway #SafetyFirst #StayHome #StaySafe https://t.co/Twydyy4awu"|2021-01-07 22:54:30
"WOMEN TWO PIECE RIBBED SUITS LANTERN SLEEVE SHIRT TOP &amp; CASUAL
Available for Purchase at https://t.co/KJbzNPM4oB #trending #dresses #summer #clothing #stayhome #saree #stylish #bhfyp #trustedseller #design #clothes #likeforlikes #india #onlinebusiness #trendy #olshop #beautiful https://t.co/NTPFIRPRtG"|2021-01-07 22:54:25
"Muted #clapforcarers tonight as medics ask people to #StayHome wash your hands and #WearAMask 

#Newsnight #ThunderclapForCarers #clapforourcarers 

https://t.co/Npl6rvOmpQ"|2021-01-07 22:53:18
Stay strong Brisbane! You can stop this new strain from spreading. #StayHome #WearAMask|2021-01-07 22:52:44
I speak highly of myself #tarot #love #MotivationalQuotes #quote #poetry #WritingCommunity #books #dailycarddraw #quoteoftheday #Loveyourself #StayHome https://t.co/hYHEBZu2Wo|2021-01-07 22:52:25
Day 1 of isolation 2: electric boogaloo. Already questioning how this happened. #StaySafe #StayHome #Queensland|2021-01-07 22:52:07
💙so proud of the team I work with on AMU💙 #StayHome https://t.co/6hlw2tvmgY|2021-01-07 22:51:35
"Watching @FallonTonight w/ @jimmyfallon &amp; @theroots: S08 E01 ft Julianne Moore, Chace Crawford &amp; Polo G https://t.co/hERYBG07Zh on @hulu!

@nbc #TV #Comedy #Music #LATE #aWeekLate #StayHome #AloneTogether #TonightShow #FallonTonight #NBC #hulu https://t.co/5umVvhxgeS"|2021-01-07 22:51:11
As soon as the announcement was made, my husband went on line to order a laptop and standing desk modifier thing. Yep, spending own money to make job easier #OntEdReality his parents were all “why didn’t you go to a store?” Um, lockdown?! #stayhome https://t.co/TqEljC08UW|2021-01-07 22:50:58
So, you’re pissed that your kids won’t be in school for two more weeks? Thinks about this. The positivity rate in children is probably mirroring the positivity rate in the general population!  #StayHome|2021-01-07 22:49:57
Me and the wifey are having a relaxing night, eating #McDonalds and watching MEET THE FOCKERS!!!! 😅😅😅👍 @McDonalds @McDonaldsCanada #MeetTheFockers #StayHome #StaySafe https://t.co/0E9rpjuaDX|2021-01-07 22:49:52
This time it's #Westlife who Jodie absolutely loves -- she loses the run of herself a bit in the middle and starts waving to the crowds 😎❤ #StayHome and #dance https://t.co/UsKPKQkeu0|2021-01-07 22:49:38
My Sister Got Me A Bulletproof Vest So I'll Be Safe In The Warzone! #gamer #cod #HARRYWEARAMASK  #CallofDutyWarzone #StayHome #love STAY SAFE https://t.co/me9fz9XkT6|2021-01-07 22:48:58
Urgent cancer surgery has been postponed due to the significant pressure on the NHS as a result of the increasing #Covid19 infection rates, devastating news for patients and their families, our actions over the next six weeks will either save or destroy lives #StayHome|2021-01-07 22:48:49
Absolutely... #noclapping #StayHome #NHSpayrise https://t.co/hSlPTddpmC|2021-01-07 22:48:10
"FFS We are supposed to be in a LOCKDOWN

FOOTBALL and ALL other SPORTS shouldn't be happening. They should all be stopped.
#StayHome #SaveLives #Covid_19 #Coronavirus #UK #coronavirusuk"|2021-01-07 22:47:49
"@NewportCollege @StMarys_Newport @TulachSheasta1  @BallinahinchGAA @Newportbally
@Ballinahinchns 
@birdhill_ns 
(From Covid tracker app)
Newport LEA now highest Covid rate in the county - by a distance. Please share to get message out! #StayHome #StaySafe
#IsFeidirLinn https://t.co/rDZTPBCEmx"|2021-01-07 22:47:46
how can we make healthy food choices at social gatherings? - having a diet that works for us can make a huge difference in how we look and feel - find Self Help info at https://t.co/bCbpRTb3Xs #StayHome #Food https://t.co/i68aGMEkTv https://t.co/SnJsgoP7zo|2021-01-07 22:47:01
I can’t see this lockdown being as effective as the first... amazing how many people are out at work with their whole household in the car 🤔 #StayHome|2021-01-07 22:46:06
Already decided my lights would stay on; after watching the news this evening now I feel like they *must* stay on. Until the buds appear or lockdowns are behind us, whichever comes first as they say. Spring will come. This too will pass. Stay safe everyone but also - #stayhome https://t.co/cEHK4vKtbw|2021-01-07 22:45:55
Just as I’ve been hearing, even cancer ops not happening. If you don’t believe in covid perhaps you’ll believe that the services we/someone close to us may desperately need, will be affected by the actions of every one of us in days to come #StayHome 💙 https://t.co/KslLXEZ0Du|2021-01-07 22:45:35
"@CanadianPM and #wash and #StayHome if you have a #residence 

Right #John @jjhorgan ? #Justin @JustinTrudeau ?"|2021-01-07 22:45:30
"Cases: 87,792,629 (+0) 
Deaths: 1,893,420 (+564) 
Recovered: 49,009,936 (+12,198) 
Active Cases: 38,782,693 (44.18%)
Completed Cases: 50,903,356 (57.98%)
Mortality Rate: 2.16% (No Change)
Case Fatality Rate: 3.72% (No Change)

#COVID19 #Coronavirus #StayHome"|2021-01-07 22:44:03
Sick of news is bloody depressing sick of people complaining if everyone had stuck to rules and regulations we wouldn’t be back in lockdown #StayHome #StaySafe|2021-01-07 22:43:13
@annettedittert Yes but 1.5 mill vaccine doses given so far and the programme is accelerating and the nation is behind the lockdown. Stay positive #StayHome|2021-01-07 22:42:38
@JohnnyDude1983 @PetsatHome There's no point, because absolutely none of this is set in law. It's down to a spirit of togetherness and respect for others, which @PetsatHome either haven't thought through, or have ignored in search of £££. #StayHome don't go to #petsathome|2021-01-07 22:42:25
#COVID19 is very real. What will it take to get you to #WearAMask or #stayhome People are dying. What happens when it’s your family member? https://t.co/sICziT7d3o|2021-01-07 22:41:54
"As the 2nd largest metropolitan area in the United States, Los Angeles with 13 million people, spread of #COVID19 is foreboding trend &amp; tsunami on our health system  

#coronavirus #StayHome #LosAngeles https://t.co/ZMr0xASFTz"|2021-01-07 22:41:01
Yes, we have #CovidVaccine but it will still take time to get the #vaccine to all...We need to continue to #staysafe as well as others...#Maskup #SocialDistance #WashYourHands #StayHome Be #patient #respectful Lets put #human back into #humanity...Show #love #kindness #humility.. https://t.co/QDVsCdQ1O7|2021-01-07 22:41:00
@RandyRainbow Can you pls urge your followers to #STAYHOME #innaugurationday pls pls pleease???|2021-01-07 22:40:53
Tempur Sleep Mask Review for Long Haul Flights #StaySafe #StayHome SoloTravel #TravelTips https://t.co/DkKrMWZAE3 https://t.co/hzmA4kVweb|2021-01-07 22:40:03
Bit late got me @DacreJane! But got 19 shiny certificates! #vaccinations #Covid19UK #StayHome https://t.co/el5MuDKvdS|2021-01-07 22:39:33
"Cases: 87,792,629 (+39,247) 
Deaths: 1,892,856 (+0) 
Recovered: 48,997,738 (+0) 
Active Cases: 38,794,891 (44.19%)
Completed Cases: 50,890,594 (57.97%)
Mortality Rate: 2.16% (No Change)
Case Fatality Rate: 3.72% (No Change)

#COVID19 #Coronavirus #StayHome"|2021-01-07 22:39:03
Back in my day, you would cough to cover up a fart. Now, with COVID-19, you fart to cover up a cough. #COVID19 #StayHome #vaccine #coronavirus #coronauk https://t.co/fDsuFeGlF2|2021-01-07 22:38:35
ESSENTIAL OUTINGS ONLY PEOPLE! #StayHome https://t.co/bYLYZgdoep|2021-01-07 22:38:32
"@skarlamangla Good thing YOU can always choose not to go book shopping. #StaySafe #StayHome I would. There are dozens of ppl with the B117 variant of Covid-19 virus in San Diego county,  ppl who never traveled. 
B117 does travel though &amp; faster than its cousin."|2021-01-07 22:38:02
In positive news, I’m no longer isolating as of tomorrow! 🥳 admittedly I can’t go anywhere due to lockdown &amp; I can’t really walk anywhere, but I’m not isolating either! Whoop! #nosymptoms #stayhome https://t.co/GKorBb7wQK|2021-01-07 22:37:29
@Spectrumbrushes #athome haircare treat #stayhome self care bundle! #Giveaway #Win  my bestie is @Lim01Babe1|2021-01-07 22:36:35
Amazing work #GreaterManchester for starting a local #EveryoneIn scheme. If the government truly wanted people to #StayHome they would order ALL councils to house everyone like in the 1st lockdown. https://t.co/OcoaxCyj9M|2021-01-07 22:36:26
"No chill whatsoever.

#ThisThingsHappen  #ComedyDay #nochill #issajoke #stayhome #lockdown #socialdistancing  #Quarantine   #De_philosopher_djkyos https://t.co/bEtQSPnEfw"|2021-01-07 22:36:26
"If you choose to go to the coast, please #BeCoastSafe:
🌊Stay well back from stormy, wintery seas and cliff edges
📱Take a fully-charged phone
⏰Check the tide times
🚨Dial 999 in an emergency and ask for the Coastguard
#StayHome #RespectTheWater https://t.co/njP4KaVhpr"|2021-01-07 22:36:02
"Having a last play with the butterfly before retiring to bed.
Good night furrends 🐾Paw-waves🐾&amp; purrs😽
#BeKind #StaySafe  &amp; #StayHome ❤️❤️❤️
#CatsOfTwitter https://t.co/0h6XNFrXix"|2021-01-07 22:35:57
"Urgent cancer surgery cancelled. This is disgraceful, and all because people can't follow the damn rules. #SocialDistancing #WearAMask 
#StayHome"|2021-01-07 22:35:57
"""Whoever became safe in his escape, cured in his body, then he had the strength of his day, as if the world had been fully made available to him"".        #StayHome"|2021-01-07 22:35:36
Stay safe and remember im here if you need talk? #StayHome #lockdown2021 #SaveLives #2021 https://t.co/29khAm73vv|2021-01-07 22:34:56
"Stay safe at these times luv I promise we will get through this trust me🤍
#StayHome #StaySafe #loveachother #staypositive ! ily🤍"|2021-01-07 22:34:08
@Cleavon_MD They believe the pandemic is a hoax...somebody save us from all these idiots...got my first dose of the vaccine today😊 #WearAMask   #StayHome  to support our healthcare/ essential workers and support your local food pantry if you can❤️|2021-01-07 22:33:38
👏 great news #COVID19ireland #StayHome #StaySafe https://t.co/H4hdJh2Nr9|2021-01-07 22:32:56
"As there are so many cases out there. We need a fresh message advising how close contacts should restrict movements. I know of 2 different people today being out in retail with a positive case in their household. 

#COVID19 #COVID19ireland #StayHome https://t.co/JQbsdqW6Xn"|2021-01-07 22:32:40
"#SwpCovidAction Nine fines issued by @swpRCT officers who broke up a house party in #MountainAsh. 

Mixing with other households increases the risk of spreading the virus and is a clear breach of @WelshGovernment legislation. 

👉 https://t.co/EcfBhqVaN5

Please #StayHome

^cl https://t.co/xjWeN1sPym"|2021-01-07 22:32:34
#lockdown Brissie chums.  #staysafe #stayhome #maskup #grogu #babyyoda #themandalorian #brisbane #covid_19 https://t.co/QWR8W2NNw1|2021-01-07 22:32:05
@alcatelmobileuk Oh wow this would be super handy for home schooling my daughter x #StayHome|2021-01-07 22:30:30
To all our wonderful customers we are 100% open for business during lockdown 3.0 stay safe and keep in touch 👍👍 #StaySafe #nhs #COVID19 #shocksafe #StayHome #shovels|2021-01-07 22:30:00
@SkySportsGolf It's called a lockdown for a reason. You open up golf courses then you'll open up a huge can of worms. Things will get messy. #stayhome #savelives #savethenhs|2021-01-07 22:29:29
"3 day lockdown for Greater #Brisbane starts today (Friday) 6pm AEST. Mandatory masks when outside. 
Thank you CHO Dr Janet Young for going hard and going early 👏👏👏
We got this Brisbane! 
#MaskUp #StayHome @qldhealthnews"|2021-01-07 22:29:28
"🤪🥴🤣🤣.. How do journalists decifer, this stuff. 
Basically we have a vaccine it’s being delivered; but is 24 hrs late. You can’t have the vaccine yet. 
#Stayhome https://t.co/uFGAnAmLj3"|2021-01-07 22:28:47
If life gives you lemons then make lemonade! #panedemiclife #garden and #stayhome to #stayhealthy #staypositive @ Mission Hills San Diego https://t.co/A5gDqAseLx|2021-01-07 22:28:32
"Saturday January 9 2021 on Facebook live. Don't miss it 

#blessed #caribbean #christian #singer #singersongwriter #song #artist #758 #stlucia #love #jesus #singing #gospel #inspirational #music #stayhome #alonetogether https://t.co/aVfwtgEF6S"|2021-01-07 22:27:29
Please stay home and stay safe. Don't put others at risk. #StayHome #StaySafe https://t.co/YL8N27yPMa|2021-01-07 22:27:02
1 person is dying of this virus in LA County every 8 min. #stayhome #staysafe https://t.co/qYb3omosJD|2021-01-07 22:22:23
#Zimbabwe  #MaskUpZimbabwe #MaskUpZim #StayHome Stay alive so those in diaspora can visit you after this travel🧳ban🙏🏿🇿🇼📌🦠 @MoFA_ZW @InfoMinZW @matigary @xandatoto @Mavhure @MacBelts @LynneStactia @ChiheraStacey @joecharema @abuhassan221 @karidzaJack @garweh2011 @JaqueSand https://t.co/slzCUU9ORo|2021-01-07 22:21:48
Vaccine Queue Calculator for the UK https://t.co/xI3gOGcMtU via @omnicalculator #patience #StayHome #StaySafe|2021-01-07 22:21:11
#BayArea #StayHome Order will be extended with the regional ICU availability having dropped to 3.5% https://t.co/s0VlAel158 https://t.co/xkARiyLmw0|2021-01-07 22:18:53
Thank you to all our #NHSheroes. Just thank you for keeping going. Not a lot to ask for everyone else to follow the rules and #StayHome #StaySafe #SaveLives #InThisTogether https://t.co/1g8SFLeaMB|2021-01-07 22:18:28
